H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
125.000656,178.77243,1.77682,114.089485,1.77682,64.68294,77.64233,2.7788196,-4.377325,12.704704,-3.0330012,1,95.55713,0.4110095,-0.35587138,4.597153,-1,1,28.259747,1.4275122,2.503927,1.2230891,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00259,159.7073,1.77682,80.43819,1.77682,79.26911,15.299898,22.137487,-22.407913,4.53795,-6.3690524,1,32.65537,0.9728715,-0.8671836,3.1850977,-1,1,50.71264,0.5164792,2.217713,0.52307093,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99091,156.76666,1.77682,54.26669,1.77682,102.49998,10.188436,0.015753586,-7.3762655,-1.2057587,-0.60692406,1,55.638325,0.1471815,-2.642885,0.71026576,-1,1,59.151573,1.2412802,0.68881863,3.7149312,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99957,302.10608,1.77682,232.2032,1.77682,69.90286,217.9378,14.297224,-16.873125,-21.50063,19.107666,1,168.19823,-0.8269189,2.0556645,2.757765,-1,2,55.79828,-0.15326148,2.9989972,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.008514,188.36827,1.77682,69.64663,1.77682,118.721634,60.8938,5.725148,0.21296842,8.645743,6.583223,1,24.839888,1.1603874,-1.2513541,1.9238474,-1,1,73.08213,0.68134344,1.4459974,1.059064,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99689,251.66516,1.77682,181.66649,1.77682,69.998665,11.586821,1.2907863,-3.8740685,4.8137646,-13.342544,3,16.481554,-2.0925684,-1.142245,0.1056583755,-1,1,44.318123,-0.68671274,2.0473793,1.2133926,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000046,552.8087,1.77682,146.22281,1.77682,406.5859,104.15356,11.193885,4.767064,28.575588,4.0734124,1,32.8801,1.8134514,1.4657058,2.576118,-1,1,93.595726,1.9567983,-0.57386774,3.0819905,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00147,219.08519,1.77682,158.61974,1.77682,60.46545,141.54752,-28.014894,10.777006,-9.864341,-3.5218678,1,124.527954,-0.6254094,-2.50032,0.50528985,-1,1,39.341858,-0.40583968,-0.90938836,1.9460114,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99384,177.47327,1.77682,99.43769,1.77682,78.035576,26.139023,-3.188562,-5.083474,9.868644,-8.407958,3,41.040306,-0.75955135,-0.48693505,0.1056583755,-1,1,33.649742,-0.9980513,2.7203841,1.5786816,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99376,317.68692,1.77682,263.7312,1.77682,53.955708,12.924184,0.7131873,-9.391991,12.636294,-16.000862,1,31.480911,-2.225176,-0.8050181,1.9251381,-1,1,57.601707,-0.79763335,2.3015146,8.917199,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00125,215.86653,1.77682,119.77301,1.77682,96.09351,34.891045,11.108316,25.942163,11.649227,22.956503,1,35.48575,1.0436993,1.3364799,0.8673355,-1,1,42.408764,1.1861058,-1.3406348,1.2718225,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.998,234.59059,1.77682,133.42212,1.77682,101.16846,42.28363,-33.45812,-6.936173,2.1128962,-11.6874275,1,49.499912,-1.4119155,-3.036882,3.3409472,-1,1,80.00299,-0.99614424,-0.5458016,2.7647698,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00614,428.24606,1.77682,144.646,1.77682,283.60007,30.615797,5.3521667,-10.046915,6.867077,5.223982,2,43.91211,1.5557736,2.3905094,0.0005109989499999,-1,1,44.284725,2.1790364,-0.23432937,2.2727594,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00062,134.34708,1.77682,81.26312,1.77682,53.08396,34.652733,-12.515202,-3.0374873,-0.7916376,10.8885145,1,35.095844,1.2777189,-0.04374773,0.15056671,-1,1,28.403591,-0.75193405,2.2167351,0.8607123,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00041,191.64758,1.77682,29.575113,1.77682,162.07248,132.80838,31.918415,-35.398815,30.144432,-38.1823,1,29.07655,-0.08587921,1.3305689,1.2276496,-1,1,100.326904,0.40345812,-0.9615376,1.1326028,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00087,153.69092,1.77682,73.41043,1.77682,80.280495,12.1199255,2.3861876,-1.3396152,13.827434,6.5499043,1,51.902233,-0.7468569,-2.7611334,0.7856825,-1,1,57.653114,-0.574879,0.4091018,2.015595,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99929,126.0036,1.77682,58.634987,1.77682,67.36861,15.862789,21.990442,0.21240897,18.64745,-4.891301,3,44.66081,0.54579973,2.601052,0.1056583755,-1,1,36.792477,-0.45255458,-0.29974437,1.2948726,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99745,529.63684,1.77682,93.760704,1.77682,435.87616,469.8428,-126.476395,-67.83551,-124.49002,-70.126495,1,73.51906,0.031992756,-2.234601,0.91075337,-1,2,258.6982,0.51311356,-2.6887481,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00157,813.1818,1.77682,111.7711,1.77682,701.4107,22.180363,26.341885,4.572771,12.056035,0.16471125,2,23.459736,1.6034924,-0.39291364,0.0005109989499999,-1,1,49.169777,3.4080424,2.427659,4.1997943,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00259,235.84511,1.77682,179.0879,1.77682,56.757206,79.45039,-58.93451,8.158903,-61.08693,-6.4299216,1,34.907127,-1.2155625,3.0926716,2.2070587,-1,1,40.979126,-0.6930378,-0.94734144,4.063257,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99668,285.8513,1.77682,27.840425,1.77682,258.01086,26.828339,-4.8563886,-11.022446,10.67938,14.303047,1,25.311872,-0.13379323,-1.6101078,4.2291083,-1,1,29.603102,-2.3376336,1.1574554,0.640824,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00127,201.13637,1.77682,129.17915,1.77682,71.95721,20.092623,-0.19413967,-29.136509,1.3028008,-19.427683,1,37.72208,1.6430998,-1.5968254,6.1965885,-1,1,62.574467,0.57469815,1.3473676,5.999782,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00158,358.33655,1.77682,153.91756,1.77682,204.41899,6.1897078,3.4319086,-12.779338,4.708105,-9.946428,1,60.93761,1.5824856,2.1389108,0.9350394,-1,1,44.98822,1.8435538,-1.0975721,1.7950516,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00151,294.07898,1.77682,136.23149,1.77682,157.84749,45.941,-41.14439,-24.993515,-36.373688,-27.958105,1,52.20202,1.6629544,-0.57136357,1.0576456,-1,1,73.68143,1.2292342,3.0876002,1.2156936,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00137,336.30106,1.77682,192.05812,1.77682,144.24294,35.81027,10.724131,-14.392926,10.405125,-6.4629364,1,31.757622,-1.9903345,-0.20804513,0.6014235,-1,1,65.087074,-1.3171971,-2.8397381,0.7793347,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00128,360.00638,1.77682,202.31992,1.77682,157.68646,36.57673,-23.508371,25.334429,-16.659346,24.140083,2,17.976406,-1.7384996,1.6347932,0.0005109989499999,-1,1,33.629185,-1.5886564,-2.0769756,5.2700043,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99911,151.0004,1.77682,48.100414,1.77682,102.89999,10.239782,-10.389171,21.96469,-16.248993,11.886182,1,36.818783,0.1612199,-0.9584958,2.5593197,-1,3,14.004821,-1.4002277,2.4573798,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.97023,377.9161,1.77682,153.9902,1.77682,223.92589,134.52562,-2.5500546,-2.9948072,-23.105944,-5.3640823,1,92.87476,-0.976428,-3.0516934,3.364523,-1,1,61.794567,-1.9787322,-1.8059986,4.122369,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.002,280.8733,1.77682,182.85341,1.77682,98.01989,39.663048,-6.1015916,-4.281028,2.589584,5.6186194,1,65.73739,-1.4380219,2.995464,1.1242661,-1,1,36.901062,-1.3182108,0.20608905,2.502881,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00027,416.38696,1.77682,81.74921,1.77682,334.63776,66.56531,-15.491695,30.978912,-24.10218,15.170865,1,28.661734,-0.9931617,-3.0556054,0.58526516,-1,1,41.31422,-2.427914,1.3658843,0.14748782,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00172,284.2614,1.77682,17.082277,1.77682,267.17914,118.34764,-47.29993,87.79005,-40.3239,87.300545,1,45.66454,-0.2527911,-0.41656578,8.337849,-1,3,25.241531,1.3499348,2.061015,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.995125,213.73534,1.77682,109.99005,1.77682,103.745285,132.66083,-41.733707,-25.041348,-23.533419,-28.741032,3,94.449394,0.201857,3.0245228,0.1056583755,-1,2,20.11552,1.2720094,-2.0063834,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99797,157.40482,1.77682,103.82218,1.77682,53.582626,51.187534,-39.706913,4.159191,-40.831715,11.286556,3,17.05315,1.0094227,3.1329186,0.1056583755,-1,1,245.81163,-0.22726311,0.9736516,49.058273,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.02019,129.04173,1.77682,75.61832,1.77682,53.423416,27.00896,22.034107,6.3438196,-8.438294,8.005955,1,71.68621,0.10573536,-0.57222563,1.8913256,-1,3,39.801548,0.18005954,2.3177843,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00859,238.51794,1.77682,118.85945,1.77682,119.65849,34.63874,-25.68497,0.7251105,-31.971878,0.9720447,2,27.494314,1.017443,2.880515,0.0005109989499999,-1,1,32.882133,1.5617197,-0.60318637,0.76206625,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99999,523.3684,1.77682,92.68449,1.77682,430.68393,211.50061,93.91673,-4.854142,58.69102,16.56371,2,11.657331,1.6130677,-0.9429271,0.0005109989499999,-1,1,173.27592,1.3463988,0.6756233,2.6472406,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.994545,431.7571,1.77682,290.77026,1.77682,140.98683,203.58243,-47.378826,-47.702812,-51.32985,-16.3466,1,124.79258,1.3424411,-1.8970845,0.908184,-1,1,43.295277,0.9733934,-2.9809725,0.7467504,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99799,205.75267,1.77682,50.438717,1.77682,155.31395,69.20051,33.195934,-19.786036,16.085321,-10.016042,1,38.01114,-0.6226172,-2.8961008,4.9130874,-1,1,79.75098,-1.0153869,-0.3474267,4.3867826,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0007,273.55396,1.77682,224.50848,1.77682,49.045464,22.686731,7.1875772,2.723482,9.221636,5.8477407,1,26.44505,2.2861881,1.6483738,2.6611755,-1,1,25.308514,0.4930041,-0.90207595,5.7857866,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00995,816.2221,1.77682,484.6941,1.77682,331.528,31.715439,36.779324,-13.103942,-13.815739,-19.39672,1,46.394424,2.73751,0.22297463,3.4354746,-1,1,60.004875,2.4282312,2.851899,5.0159817,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0003,535.37555,1.77682,177.29156,1.77682,358.08395,38.262974,-22.138494,3.2041206,-18.127188,-1.7641919,2,38.383232,1.9346821,-0.4528765,0.0005109989499999,-1,1,58.536575,2.1705966,3.0445557,2.6016965,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99875,560.3267,1.77682,483.1343,1.77682,77.192444,83.973694,-59.58725,-6.2725844,-41.147095,-10.169294,1,49.2421,2.3605847,3.0584855,4.3734093,-1,3,26.836338,1.2333658,-1.3154769,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00268,232.5498,1.77682,112.19836,1.77682,120.35145,46.550613,-2.2260325,-9.448157,-24.70313,-9.126102,1,30.967947,-1.2366763,-2.5155542,2.5742729,-1,1,66.273865,-1.0637519,1.3163154,1.2252053,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99875,413.83463,1.77682,256.59888,1.77682,157.23575,222.0629,29.585573,-89.65615,28.898268,-75.88058,1,109.13684,-0.9663934,-1.1639367,8.841007,-1,1,74.742714,-1.2818611,-2.2027814,3.9520144,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99938,394.82535,1.77682,219.6351,1.77682,175.19025,24.244673,33.938347,-5.608153,16.43152,-2.3468823,1,70.953804,1.8269966,-2.8473513,5.9608383,-1,1,43.043545,1.8059835,-0.030184746,7.0245504,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00081,195.21269,1.77682,126.86437,1.77682,68.34833,64.00747,-19.588633,18.735678,-38.60053,19.80314,2,11.919869,1.3317567,2.1075995,0.0005109989499999,-1,1,46.444767,0.3631334,-2.1031134,1.6866971,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9942,724.2636,1.77682,495.71332,1.77682,228.55028,8.919043,23.502987,29.43918,30.875212,21.713934,1,23.971394,-2.9207995,0.5694247,-3.8146973e-06,-1,1,62.16519,-2.0724318,-2.6954806,5.634476,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.987724,153.92084,1.77682,52.74416,1.77682,101.17668,55.33042,1.4377216,-11.256568,1.2575357,-6.7621093,2,14.067056,-0.7843808,-0.27331892,0.0005109989499999,-1,1,75.41256,-0.39676127,-3.1275249,0.99391484,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99976,677.5811,1.77682,271.06772,1.77682,406.51337,13.693895,19.276506,-12.191316,19.730764,-15.714197,1,52.280014,2.1690466,2.1661627,2.8717277,-1,1,36.882492,2.6016214,-0.71407586,1.6327958,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00483,280.7897,1.77682,63.21317,1.77682,217.57652,28.278257,29.399748,-13.778624,7.148206,-12.88015,2,17.670895,-0.6249112,-2.6926668,0.0005109989499999,-1,3,11.768573,-2.2704408,-0.20213099,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99902,317.72565,1.77682,137.86667,1.77682,179.85896,50.280186,-35.709824,-26.876638,-10.751007,-22.350216,3,31.717955,-1.4277675,-1.6357855,0.1056583755,-1,1,61.058155,-1.5849727,2.2495308,2.628488,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99804,210.48347,1.77682,175.04918,1.77682,35.434303,64.26572,-78.95718,-29.37974,-78.46834,-6.8700213,1,24.008535,1.2136222,-2.997827,2.5510874,-1,1,39.36809,0.31430042,0.32465985,2.4185832,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99984,264.81555,1.77682,209.54942,1.77682,55.26612,84.98686,13.082965,29.46761,9.01647,2.94323,1,92.49611,-1.2480978,-0.95816785,0.9241498,-1,1,39.919125,-0.83306396,1.4057484,7.7341833,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0059,149.71524,1.77682,55.860493,1.77682,93.85475,24.787565,-17.815321,-3.8430634,-14.430739,-10.1960125,1,27.857756,0.32124868,1.3322589,1.1846509,-1,2,27.172289,0.75880194,-2.0973473,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00625,644.6105,1.77682,270.81534,1.77682,373.7951,19.305464,3.0927935,-4.0689664,-3.7474263,-2.209189,1,54.37731,-2.2858639,-2.4393628,3.8466344,-1,1,62.649006,-2.3524334,0.8594944,2.3468258,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.96184,168.12067,1.77682,140.11966,1.77682,28.000998,106.10481,53.1824,80.61582,46.054897,56.671753,1,47.936916,0.3228944,0.86374414,2.463333,-1,3,11.552196,-0.13256994,-2.193978,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98962,457.69165,1.77682,141.73892,1.77682,315.95273,99.01953,-8.652008,-33.267063,7.6216173,-54.314247,2,33.84328,-1.1345533,-1.2203786,0.0005109989499999,-1,1,22.603094,-3.062072,-2.3549604,2.7401896,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00724,151.33736,1.77682,112.127495,1.77682,39.20987,85.22507,8.344414,-28.20291,-9.013722,-8.0044565,1,107.93726,0.14364527,1.8035905,1.4417349,-1,1,24.995247,-0.31030747,-2.021278,0.8897957,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999275,288.3411,1.77682,90.71694,1.77682,197.62416,93.520454,16.353243,39.59099,3.9436023,29.26033,1,81.24221,-0.62367857,2.6400263,2.5224423,-1,3,13.418463,-2.2047846,1.2906265,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.977486,849.1416,1.77682,204.92436,1.77682,644.2172,165.2832,1.5616775,-16.030554,-14.580335,-17.676725,1,75.57366,-1.6697112,3.0151184,1.8676043,-1,1,102.56816,-2.3292618,-2.0169678,2.846776,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99674,1534.0847,1.77682,164.41249,1.77682,1369.6722,17.752068,-10.276033,10.605652,-4.169377,6.6034203,1,26.390087,2.1699681,0.13893546,2.583761,-1,1,21.945383,4.230801,2.8539214,2.3270707,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0004,897.62915,1.77682,700.3503,1.77682,197.27884,226.36067,137.77406,-84.38858,92.86879,-44.144108,1,100.34813,-1.8807929,-0.6162406,0.0,-1,1,25.337536,-2.0244384,0.6129547,0.90407497,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999115,2485.2837,1.77682,892.9594,1.77682,1592.3243,91.03823,-48.96032,56.121746,-10.367907,24.196922,1,51.905388,3.079415,2.5576081,3.4355004,-1,1,32.653908,4.429807,0.7414272,0.9223776,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99895,556.0039,1.77682,107.43171,1.77682,448.5722,71.150925,4.2923183,11.079714,-6.897371,7.6027274,1,29.282362,1.7254156,-0.4502974,2.8516912,-1,1,90.07141,2.1195283,2.5172195,3.0659802,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001,129.32957,1.77682,76.42434,1.77682,52.905235,12.969062,-4.5516624,-1.6804868,-3.7960212,3.6992211,1,42.752106,-0.6247689,2.0904095,1.3684783,-1,2,31.592693,0.22493945,-1.1430485,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00078,185.17453,1.77682,126.69128,1.77682,58.48325,12.238386,-19.460842,-2.4859576,-18.848986,3.4617715,1,44.276695,-1.7262255,-0.16364817,1.6826267,-1,2,34.21733,-0.2841591,2.968223,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99694,409.49078,1.77682,236.77605,1.77682,172.71474,139.48509,6.622837,17.705183,8.947217,10.622695,1,55.64802,1.9139313,0.6091465,3.1826184,-1,1,107.53475,1.0884521,1.8391114,1.3577408,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99885,720.7456,1.77682,184.08087,1.77682,536.66473,38.903965,11.42299,-32.264553,9.496337,-22.290768,3,12.196479,-1.885968,-0.6252349,0.1056583755,-1,1,51.788036,-2.7517257,-3.1100993,-5.3947965e-06,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99231,182.42218,1.77682,87.75458,1.77682,94.6676,93.99643,-9.915867,-22.722351,-4.5298023,-15.516438,3,10.282853,2.1801727,-0.91706544,0.1056583755,-1,1,83.68731,0.09348865,-2.5945163,0.84635615,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00168,555.5593,1.77682,166.239,1.77682,389.3203,116.76657,-90.84044,9.366336,-89.42681,3.3384721,1,37.9277,1.7442399,1.5906092,3.141756,-1,1,25.924711,1.9040496,-2.9399846,2.2288451,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00155,191.34947,1.77682,109.430275,1.77682,81.9192,24.379892,33.855263,13.862838,32.911938,13.278709,3,39.946167,1.5008202,-2.6156888,0.1056583755,-1,1,31.522142,0.5974259,0.40364835,1.2131339,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.029594,186.62106,1.77682,69.06267,1.77682,117.55839,112.65224,10.346063,-30.364487,16.53487,-35.252945,1,36.7632,0.7510401,0.086039975,0.9306268,-1,3,71.15642,0.33969313,-1.7225317,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000114,274.47632,1.77682,149.68626,1.77682,124.79004,149.02791,-16.877817,24.755438,-63.34001,4.343311,1,78.78419,-0.65810055,3.0509703,4.184266,-1,1,67.80448,-1.2320926,-1.8758322,1.7746983,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001915,247.36862,1.77682,118.461,1.77682,128.90762,152.70184,-64.135475,30.193432,-80.888466,26.678406,1,43.574226,0.7303538,-2.6771622,0.571428,-1,1,46.561714,0.6919393,2.2278638,0.93301576,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00304,476.05945,1.77682,69.00525,1.77682,407.0542,102.64237,1.8085877,-19.621075,0.20889041,-9.855551,2,32.397717,-1.0816269,-0.6963167,0.0005109989499999,-1,1,100.2128,-2.0058184,-2.577605,3.2085338,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99847,172.79402,1.77682,114.32435,1.77682,58.469673,31.18114,-27.370098,24.583353,-27.219097,25.869562,1,27.813463,2.0901332,-0.6545924,1.3357258,-1,2,17.626043,0.036401432,2.3962302,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99963,846.07336,1.77682,718.4997,1.77682,127.57363,132.65726,-13.792104,14.894924,-1.9471208,22.755974,1,50.601482,-3.0004463,1.6798279,2.1588235,-1,1,59.384594,-1.3429126,1.4436041,1.2065085,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00406,1459.9084,1.77682,1119.048,1.77682,340.86044,76.71637,-1.0564201,-26.85639,2.1358275,-28.999737,1,29.48234,3.925578,-0.32115114,1.3391988,-1,1,43.201324,2.3035085,-1.946197,1.1301064,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00083,127.911354,1.77682,60.99015,1.77682,66.9212,17.270838,10.597617,-25.039368,-8.652935,-23.533545,1,34.833633,0.19464298,-1.8462145,1.4354306,-1,1,66.458534,0.12724693,1.5194118,1.0633647,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00042,153.79839,1.77682,93.30598,1.77682,60.492413,24.603544,26.700226,32.90708,20.994122,33.88234,3,15.27788,-0.7445249,1.1162539,0.1056583755,-1,1,39.935104,-0.46797836,-1.73749,2.4999468,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00365,139.19646,1.77682,92.12454,1.77682,47.07191,61.234653,27.834785,-32.415802,17.890472,-22.810928,3,43.250397,0.42299086,-1.3163509,0.1056583755,-1,1,29.663233,-0.9292173,1.3173697,6.548346,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00082,129.8715,1.77682,59.8195,1.77682,70.05201,35.231003,-26.14879,10.398717,-5.7411084,-9.1279545,1,33.407757,-1.2203945,-0.28967327,5.952589,-1,1,29.120226,0.9439403,-2.5210805,4.5528164,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99887,950.2779,1.77682,916.9824,1.77682,33.295452,22.809973,0.783586,3.6346488,-18.134293,8.882453,1,23.089676,-3.7321308,2.5392575,-5.3947965e-06,-1,2,11.883427,-1.0059663,-0.53006583,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99692,399.72644,1.77682,132.5836,1.77682,267.14285,100.93507,10.256686,8.511572,41.048164,15.538684,1,35.077503,1.436,-0.78774375,5.332019,-1,1,66.28661,1.6420099,1.0875332,2.4891124,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00033,162.06346,1.77682,72.54405,1.77682,89.51941,98.084564,2.4407163,-15.841657,14.140401,-25.601559,1,34.313953,0.56432444,-0.9459266,0.80352783,-1,1,87.195724,-0.05645726,-2.7047272,4.3785577,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99892,147.05481,1.77682,69.86662,1.77682,77.18819,14.85858,15.054399,-7.2329855,11.158207,-0.65839267,1,40.77397,0.59639215,0.05097626,1.2876341,-1,1,61.122,0.57272923,-2.8755903,5.1885653,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001564,284.3941,1.77682,166.4201,1.77682,117.973976,13.746063,15.671379,19.02111,3.5348384,9.787184,2,13.139704,1.7803513,0.95584464,0.0005109989499999,-1,1,36.743717,1.1926477,-2.3123903,0.82031196,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99936,1593.2712,1.77682,545.71075,1.77682,1047.5605,176.46832,36.77975,-30.520477,41.520428,-37.330868,1,75.573,-2.2960088,-1.106876,1.8183461,-1,1,56.863125,-3.2804673,-0.17324525,4.6853957,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99846,353.5947,1.77682,313.40195,1.77682,40.19277,141.64136,-12.724639,25.474863,-2.8293717,37.38579,1,101.85776,1.4607208,1.7356784,0.7452734,-1,1,42.51285,0.47447702,0.075021796,3.0303967,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00211,551.87115,1.77682,370.6537,1.77682,181.21748,131.8802,11.6568165,25.598145,-10.780917,-5.5543175,1,53.807903,-2.5469234,2.9753482,0.9193331,-1,1,118.88842,-1.2774509,-2.2208087,3.823064,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99748,1051.2682,1.77682,611.8585,1.77682,439.40964,625.7146,167.12477,-25.841011,176.26733,-19.180841,3,287.88504,-1.0272166,-0.2879587,0.1056583755,-1,1,157.25458,-1.1690565,0.09559747,0.9906314,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.023384,305.69022,1.77682,78.3763,1.77682,227.3139,86.10907,17.17725,-20.002298,18.802145,12.492176,1,50.806355,-0.6726236,0.1609736,1.098003,-1,3,47.644043,-2.057375,1.72502,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00012,166.49873,1.77682,70.52696,1.77682,95.97178,106.430725,-58.054096,-1.7188512,-40.362537,-13.436957,1,27.74657,-0.8699317,-2.5864518,1.0327938,-1,1,41.429085,1.0631657,-3.0580914,0.14910218,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.002884,150.72556,1.77682,68.88566,1.77682,81.8399,27.756586,26.426107,35.167088,28.495153,42.057137,1,29.06074,-0.6977864,-1.4552083,1.2672184,-1,3,18.396275,-0.4703852,1.0013497,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99597,396.1041,1.77682,63.87616,1.77682,332.22794,62.912785,16.050657,48.508125,-4.860707,24.146904,1,32.61565,-0.7694952,2.5391471,0.983963,-1,1,30.64248,-2.8521109,0.8878957,2.4714262,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99902,217.61375,1.77682,66.44834,1.77682,151.1654,174.41249,-38.603428,-12.730767,-45.623867,22.12288,3,16.59844,-0.9824211,-2.9819124,0.1056583755,-1,1,144.38402,0.09223529,2.1645517,0.14258943,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99659,260.51596,1.77682,140.55167,1.77682,119.964294,45.924072,-25.994976,-30.499306,-21.494362,-34.184635,1,25.501066,1.1987641,-2.3407688,0.15507688,-1,2,37.212967,1.4687809,0.22946158,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001976,170.96552,1.77682,106.71498,1.77682,64.250534,21.512989,7.9283667,8.772422,11.9861,5.401963,1,42.263546,-1.1332086,-1.7888914,1.4189973,-1,1,27.068502,-0.49445537,0.9858972,0.6906853,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001564,407.25543,1.77682,37.76246,1.77682,369.49298,142.9814,34.18192,-0.27909335,24.427908,-13.609956,1,29.847866,-0.6833021,-2.0306976,1.7768205,-1,1,127.65578,-1.5424588,-0.1922876,4.5524235,-1,303.1640621297727,2.93050529468397,299.52846075415385
